ID,LogFC_x_Cha,LogFC_x_Man,LogFC_x_Kow,LogFC_x_Nor,LogFC_x_Mar,LogFC_x_Wah,LogFC_x_Fla,LogFC_x_Laz,LogFC_x_Ber,LogFC_x_Gro,LogFC_x_Sun,LogFC_x_Kir,Mean,Stdev,Gene,Counts
502,1.0023854975,,-0.2513598938,,1.0301489234,,,,,,0.931635042,,0.678202392275,0.6210945172633708,Gstm7,4
503,-0.1919015578,,,1.0900241282,0.6309854634,,,,,,0.5902486383,,0.529839168025,0.5318510888358561,Cd55,4
506,1.4825090429,,,-1.793884127,-0.9164153672,,-1.48982933516667,,,,,,-0.6794049466166676,1.486483273882523,Ctss,4
507,,,,0.933058463,2.3636070477,1.857802733,,,,,1.3379061706,,1.623093603575,0.622074192659938,Cd200r4,4
508,1.7787592595,,,1.0929495193,0.4266947848,,,,,,0.4970320334,,0.94885889925,0.6288347938456383,Acsl4,4
509,,,,,8.9645694621,,,1.3916092404,0.7978073212,,2.6512501929,,3.45130905415,3.7558651589597876,Rbpjl,4
510,,,,2.2847965395,1.3850554967,1.2195433995,,,,,1.6189609609,,1.62708909915,0.46808792113636527,Acpp,4
511,,,0.4340373728,0.8912051611,0.5753326738,,,,,,0.7279989158,,0.657143530875,0.1968711138645345,Mmrn1,4
512,2.418967766,,,2.2436324305,,2.5971267966,,,0.7238907824,,,,1.9959044438749998,0.8602012947134211,Pclo,4
513,,0.4802078773,0.3893650779,,0.4242411121,,,,,,0.5396034783,,0.45835438640000004,0.06583370507034178,Cd63,4
514,0.7266871135,,,,0.5301227544,,,,,0.8396888241,0.684383755,,0.6952206117499999,0.1281092568575334,Gstm1,4
515,,0.5830363779,,,1.2041694394,,,,1.3217589339,,,0.54125292,0.9125544178,0.4078131098544467,Jun,4
516,,,,3.0432636244,9.0159571429,2.7419500373,,,,,3.8951962956,,4.67409177505,2.935486625879427,Ntf3,4
517,,,,1.5732138785,6.0632026386,1.8103170968,,,,,2.1249741905,,2.8929269510999998,2.1255654987073878,Lrrn1,4
518,,,,,,,0.729313961408332,,1.3157208228,1.3277578443,0.8791407814,,1.062983352477083,0.3050219193772445,Egr1,4
519,-2.6144239528,,0.5115632364,,,,,,,2.1310988995,,1.7871709108,0.4538522734749999,2.1609060128502064,Btg2,4
520,,,,3.1250227353,5.279824715,2.8884591256,,,,,4.8422367099,,4.03388582145,1.2033050749568115,Gabra4,4
521,,,-0.5590018106,-0.6306166771,,,-0.780001127008338,,,,-0.597690975,,-0.6418276474270845,0.09665361075219149,Rfc2,4
522,,,,,2.7665916591,1.510113276,,0.9131829116,,,1.4661165288,,1.6640010938749998,0.7836397256697262,Amotl2,4
523,3.4975581006,,,,0.541165742,,,,0.7619590291,,0.6650841313,,1.36644175075,1.423615029698488,Slc6a15,4
524,2.0403074406,,,,0.6509811912,,0.697427719908328,,,,0.4469087509,,0.958906275652082,0.7290996360012886,Slc14a1,4
525,,,,,,,,-1.0303598226,-1.6684281996,-0.2774992712,-1.5794145995,,-1.138925473225,0.6398555591266717,Flt3,4
526,,,,2.570384679,2.4858400318,1.3238796153,,,,,1.5397960135,,1.9799750849000002,0.6399744040287021,Ddr1,4
528,,,,-0.9174399002,-0.7176780236,-0.9810107473,,,,,-0.658171421,,-0.8185750230250001,0.15499370793157455,Antxr2,4
529,,,,1.1976848316,,1.5274420292,,,1.191653799,,0.7214325783,,1.159553309525,0.33155006640200924,Cyyr1,4
530,,0.7030035224,,2.4684781827,,1.8880742376,1.283180305875,,,,,,1.58568406214375,0.7618833539985339,Gda,4
536,2.2237115403,,,,0.7537027878,,,,0.6414437931,,0.5471423587,,1.041500119975,0.7926507864037496,Cd9,4
537,,,,0.7657853997,0.6006711576,0.7198186751,,,,,0.7699864364,,0.7140654172,0.07893768653155724,Nt5c3,4
538,,,,-0.7181657375,-0.5266646281,,-0.667645177008341,,,-0.7183619955,,,-0.6577093845270853,0.09056334429904495,Mlec,4
541,2.186890075,,,0.6746782169,,0.9916927002,,,,,0.5790219563,,1.1080707371,0.7405215955282165,Mllt3,4
542,,,,0.6121402416,0.4893753561,0.7204396464,,,,,0.7544174043,,0.6440931621,0.11966454877964397,Cldn12,4
543,,,,1.1910856076,0.7415437479,1.0635093825,,,,,0.9538082553,,0.987486748325,0.1904854646733565,Pdgfd,4
545,,,0.4897860919,0.5815333032,0.3883697331,,,,,,0.6124970719,,0.518046550025,0.10093925442627705,Ly6e,4
546,,,0.3037296953,0.9760378203,,,1.18101988557499,,0.9091745234,,,,0.8424904811437475,0.377335834200293,Fyb,4
548,,,,1.5879823226,1.4058715051,1.1025703431,,,,,0.9441393453,,1.260140879025,0.2906331425295444,Ldhd,4
552,,,,,1.1685953841,0.9770756079,,,0.5363473574,,0.8033431052,,0.8713403636500001,0.26856683243497376,Evc,4
553,,,,,2.5904741536,,,1.0047740777,1.6424776077,,1.5442407786,,1.6954916544,0.6592348497094632,Cavin2,4
554,,,,1.5571939557,0.7081101496,,,,,0.5821705776,0.8276805717,,0.91878881365,0.43724866055613665,Art4,4
555,-3.6475984318,,,-2.1999543703,,-1.3560922359,-1.48684689528334,,,,,,-2.172622983320835,1.0509219575747377,Lgals1,4
559,,,,0.6014983346,,1.3358705548,,,0.8280931368,,1.0209030822,,0.9465912771,0.31101529900297026,Cxcl16,4
560,1.27846194,,0.5650202259,1.2561131337,,1.2550336403,,,,,,,1.0886572349749999,0.349258323493898,Oxr1,4
564,,,,,1.7357599632,,1.00601784780833,,1.6213759505,,1.2429313954,,1.4015212892270825,0.3374538436886668,Hpgds,4
565,,,,0.9969508145,0.5974814318,,0.791520881049997,,,,0.6699940923,,0.7639868049124993,0.17472743002690327,Plscr4,4
566,-1.9889898379,,,-0.9878513663,-0.7559176256,,,,,,-0.5812056199,,-1.078491112425,0.6294362578655799,Dnmt3b,4
568,2.5042828005,,,,0.6829050536,,,,,,0.8915810582,,1.3595896374333334,0.9968090323139295,S1pr1,3
569,,,,,0.7948918829,,,2.6627043841,,,1.6251157228,,1.6942373299333333,0.9358227569039296,Cd53,3
570,,,,0.8645237632,1.1317772571,,,,,,0.938940766,,0.9784139287666666,0.1379300744382535,Tnfsf4,3
571,,,,-0.8659143701,,,,,-0.6449806993,,-1.0666620476,,-0.8591857056666666,0.21092118449747707,C1qb,3
572,,,,2.8172231103,2.1509855305,,,,,,1.887764592,,2.2853244109333333,0.4790704388784274,Sspn,3
573,1.9369131541,,,,0.595843314,,,,,,0.871223799,,1.1346600890333334,0.7082839036617695,Sdcbp,3
575,,,,1.3422944964,1.6837598763,1.1628964297,,,,,,,1.3963169341333332,0.26460064311145703,Nudt10,3
576,,-0.6315609712,-0.2523214484,,3.7942182908,,,,,,,,0.9701119570666666,2.4530874611574576,Wdfy1,3
577,-1.2236266266,,,,-1.0838518384,,,,,,-0.5465656166,,-0.9513480272,0.3574504830077153,Atp13a2,3
578,,,-0.4786098631,-0.982761681,,,,,,,-0.620339086,,-0.6939035433666666,0.2600020402106641,Lig1,3
579,,,,3.7157136189,,-1.039712473,,,,,-0.5853716264,,0.6968765065000001,2.624240753937218,Ctse,3
580,1.08725844,,,,-0.7732801816,,,,,,0.4953543689,,0.26977754243333335,0.9505601869925895,Rab2a,3
583,,,,,2.5280636743,2.2601806769,,,,,1.4409181539,,2.0763875016999997,0.5663976465955876,Lhfp,3
584,0.5650458838,,,-0.6222549066,-1.0268411688,,,,,,,,-0.36135006386666674,0.827393255822259,Usp1,3
585,,,0.3735568374,,,1.2849736259,,,0.9027703795,,,,0.8537669476,0.4576801752789789,Ctsw,3
586,,,,0.6969620255,1.0078196858,,,,0.6581289161,,,,0.7876368758,0.1916699114651023,Galnt6,3
587,,,,,2.0859599906,1.0214810804,,,,,1.5850005696,,1.5641472135333334,0.5325457580429849,Col18a1,3
588,,0.6463901323,,1.1982421709,,,,,,,0.5992719854,,0.8146347628666667,0.3330480634463466,Ezh1,3
589,,,,-1.3644851314,-1.2812933929,-1.2532819104,,,,,,,-1.2996868115666667,0.057838373748569115,Ms4a6c,3
590,0.5455384256,0.2618517148,0.2740218709,,,,,,,,,,0.36047067043333336,0.16038885147259002,Rpl5,3
591,4.6536492048,,,,0.4129863661,,,,,,0.4337460403,,1.8334605370666666,2.4423770864112813,Vopp1,3
593,1.4689726918,,,,0.5266219467,,,,,,0.6423922626,,0.8793289670333332,0.513916805648957,Dnajb4,3
594,,,,,2.1360430402,1.9497665051,,,,,1.2088350268,,1.7648815240333333,0.49047478752358914,Dsc2,3
595,2.5170006965,,,-1.5028599923,,-1.070122901,,,,,,,-0.018660732266666685,2.2065809544514687,Map2k7,3
596,,,,1.0334772825,,0.9000488818,,,0.6097257016,,,,0.8477506219666666,0.21666259844515956,Pip5k1b,3
598,,,,2.0518544006,,1.8329110874,,,1.0754686793,,,,1.6534113891000002,0.5123449769998468,Fam169a,3
599,,,,,0.5002316113,0.8040434426,,,,,0.526812186,,0.6103624133,0.1682583952463477,Ctso,3
600,,,,1.4601844935,,1.258228849,,,,,1.2413063264,,1.3199065563,0.12177856006539997,Enkur,3
601,-0.4348871317,,,,0.6533182768,,,,,,0.825755404,,0.3480621830333333,0.6835136156583089,Gng11,3
602,1.7025863233,,,,0.6775722253,,,,,,0.6409326014,,1.0070303833333332,0.6026476289898337,Rab27b,3
603,,,,-1.6587845865,,-2.8154765489,,,-1.3571066195,,,,-1.9437892516333335,0.7698256017471508,Rgs7bp,3
604,,,,,1.064638236,,,,0.8911036625,,0.9272167043,,0.9609862009333333,0.09156334543423071,Car5b,3
605,,,,1.0967708845,,,,,0.8962424532,,0.5922462856,,0.8617532077666666,0.25402440583873426,Hoxb5,3
606,2.9931954923,,,,-1.1087423162,,,,,,1.4625532829,,1.1156688196666666,2.0728531229503346,Ccl6,3
607,,,-0.3643634064,,,-1.1555491245,,,,,-0.946327599,,-0.8220800433000001,0.40996561008750676,Gata1,3
608,,,,,2.3235400001,,,,0.8291341513,,1.7976751836,,1.650116445,0.7580517107920999,Tent5c,3
609,,,,-1.2239779301,-2.4625806417,-1.3568081141,,,,,,,-1.6811222286333332,0.6800138990931531,Cd48,3
610,,,,,-0.8928179517,,,,-0.5510823636,,-0.6647481726,,-0.7028828293,0.17403014702841965,Dock10,3
611,,0.6309123996,1.1614403105,2.6983751836,,,,,,,,,1.4969092979,1.0737807839296827,Plk2,3
612,,,,,1.1560043404,1.7380734109,,,,,1.6514566287,,1.5151781266666668,0.3140540929450219,Calml4,3
613,-1.5144966125,,,-0.7453865063,,,,,,,-0.4385440264,,-0.8994757150666667,0.5542798075679579,Phgdh,3
615,,,,-1.1151247317,,-0.9049873047,,,,,-0.9104317322,,-0.9768479228666666,0.11978216621662985,Ipcef1,3
616,3.1237780601,,-0.4958714983,,,,,,,0.5459722561,,,1.0579596059666665,1.8633475296422695,Serinc3,3
617,,,,,-1.2916366874,,,-1.1081128496,,,-0.8203129175,,-1.0733541515,0.2375766178275805,Kcna3,3
618,,,,0.6330274454,1.0633962513,,,,,,0.6973111402,,0.7979116123,0.23215225287083716,Tbxa2r,3
619,,,,2.8662124539,,2.7469012082,,,1.3706962083,,,,2.3279366234666665,0.8311381970881621,Agtr1a,3
620,,,,-0.5363367447,,,-0.669013215125004,-0.8016459201,,,,,-0.668998626641668,0.1326545883016297,Sla,3
621,,,,1.0621940306,0.6695423218,,,,,,0.9470837806,,0.8929400443333333,0.2018477129882223,Zfp979,3
622,,,,,2.9592983085,,,,0.837360572,,2.0450367095,,1.9472318633333334,1.0643445308479536,Gm14964,3
623,,,,,0.42784067,,,,1.0075376062,,0.614534127,,0.6833041344,0.2959039031480724,Ifi47,3
624,-0.2218043783,,,,7.5235885404,,,,,,1.4583984848,,2.9200608822999996,4.074324556225377,Ptprz1,3
625,,,,,0.5404439821,,,,0.6558922472,,0.630916603,,0.6090842774333333,0.06074177564400519,Mindy1,3
626,,,,-0.7463635771,-1.5528923277,,,,,,-0.4094542086,,-0.9029033711333333,0.5875723048185093,Plxnd1,3
627,,,0.3143960365,,,,,,,0.6066702022,0.6477159198,,0.5229273861666667,0.18175582680804472,Il18bp,3
628,,,,0.760554944,,0.7565202844,,,,,0.5108152351,,0.6759634878333333,0.14303680874228375,Cdcp1,3
629,,,,0.8641508663,1.2577712998,,,,,,0.6234317132,,0.9151179597666667,0.32022634376998815,Col16a1,3
630,-1.3465425478,,0.3877112853,,,,,,,,0.6416001016,,-0.10574372029999997,1.0820356650797536,Avpi1,3
631,,,,1.1751800275,,0.8295950158,,,0.8257269403,,,,0.9435006612,0.20064953794837304,Itga6,3
633,,,,1.3257480916,,1.6061646861,,,,,0.8266351867,,1.2528493214666667,0.3948445683100099,Hoxb6,3
634,-3.6943711673,,,-0.7869028189,,,,,,,-0.4676007156,,-1.6496249005999999,1.7779845133410588,Dna2,3
636,-0.3931135346,,,,,,,,,-0.4062011773,-0.482327409,,-0.4272140403,0.048176074507553235,Adam15,3
637,,,,2.6881925589,1.5815164359,,,,,,2.3159088267,,2.1952059404999997,0.5631251196291419,Kdf1,3
638,0.771820016,,,,,,,,1.801123849,,1.2186951004,,1.2638796551333333,0.5161374120783729,Slco2a1,3
639,,,,0.7194592218,0.7442815727,,,,,,0.8642312054,,0.7759906666333333,0.07741984104494394,Myo6,3
640,,,,1.7083363733,,0.7289623369,,,0.814424257,,,,1.0839076557333334,0.5424567747187409,Cpeb2,3
641,,,,0.9374594979,,0.931832029,,,0.7411986278,,,,0.8701633849,0.11172219355146773,Tnfaip2,3
643,,,,1.1639399901,,0.7880567826,,,,,0.5259667198,,0.8259878308333333,0.32067358282119035,Gpr146,3
644,1.343114715,,,,0.476501267,,,,,,0.4867622082,,0.7687927300666666,0.4974038887181125,Anxa5,3
645,,,,-0.8916981591,,,-0.820719439250002,,,,-0.5696718726,,-0.7606964903166674,0.1691960345227846,Gna15,3
646,2.7851892988,,,1.0919155126,,,,,,,1.1487844823,,1.6752964312333336,0.9616159072286626,Clec7a,3
647,,,,2.7115097847,,0.9414060196,,,,,1.3922752511,,1.6817303518,0.919866852482594,Sema6d,3
648,,,,,-1.1946820149,,,,,,0.6240420437,-0.3940276942,-0.32155588846666666,0.9115253272961216,Gimap4,3
649,,,,0.8782419744,1.6569441656,,,,,,1.0384176535,,1.1912012645,0.4112194055337975,Kiss1r,3
650,,,,,-0.7366661287,,,,-0.6324739721,,-0.5663065961,,-0.6451488989666667,0.08588412493138141,Coro2a,3
651,,,,0.8597701258,,,,0.8670616061,,,1.2201897073,,0.9823404797333334,0.20601573413646426,Chst2,3
652,,,,1.7344678869,1.2458492098,,,,,,1.1832975608,,1.3878715525,0.30178625128191694,Rab40b,3
653,,,,0.7321462873,,,,0.7570935191,0.8175741936,,,,0.768938,0.04392835746466338,Arid5b,3
654,1.8730693005,,,,1.3749886629,,,,,,1.3721588612,,1.5400722748666666,0.28838735453362113,Timp3,3
655,,,,4.9064664281,6.9622008263,,,,,,2.3851603288,,4.7512758610666666,2.2924633067970484,Eya4,3
657,,,,1.3869263701,,1.4648192523,,,1.0804734857,,,,1.3107397027,0.20318396416295775,Slc7a7,3
658,-1.2158798851,,,,0.4557318876,,,,,,0.3867723443,,-0.1244585510666666,0.9458272838845164,Fbxo22,3
659,2.8874012061,,,,1.0998280089,,,,,,1.1693720976,,1.7188671042,1.0125774318765492,Bhlhe40,3
660,0.9611834311,,,,0.408111788,,,,,,0.4540697967,,0.6077883386,0.30691057849678305,Stx7,3
661,,,,1.2584266067,1.8470925153,,,,,,0.9958202576,,1.3671131265333332,0.4359193547865533,AA986860,3
662,,,0.9394496405,,,,,,1.7706623973,0.6462205012,,,1.1187775130000002,0.5832763142951829,Cd74,3
663,-2.7287455516,,-0.2574533362,,,,,,,,-0.575869273,,-1.1873560535999998,1.3443430981749318,Tacc3,3
665,,,,,0.6782569969,,,,1.1228845239,,0.9629323925,,0.9213579711,0.2252104212233362,Gm13212,3
666,,,,2.0959660655,,1.8056778529,,,,,1.8589790604,,1.9202076596,0.15452675371475763,Ptgfrn,3
667,,,,1.0576027237,0.646448476,,,,,,0.8619386155,,0.8553299384,0.205656776718389,Nabp1,3
671,,,-0.5200704167,,,,,,,-0.6307683463,-0.4554128672,,-0.5354172100666666,0.08867936097298518,Prim1,3
672,1.3191309594,,,0.7625137881,,,,,,,0.7759543447,,0.9525330307333334,0.317554236497401,Slc44a1,3
673,,,,,-0.6721979297,,,,-0.5031931369,,-0.7090600127,,-0.6281503597666667,0.10977446857392238,Rin3,3
674,,,,0.6452666782,0.609286914,,,,,,0.5740006508,,0.609518081,0.03563357607623473,Mpzl1,3
675,,,,,8.3368904406,,,0.972067965,,,4.8588906382,,4.722616347933333,3.684301906184737,Kcnb2,3
676,,,,,-1.664260519,,,,-0.9802188016,,-1.5180190085,,-1.3874994430333334,0.3602149157282233,Gm10384,3
677,1.4512007313,,,,0.3339701567,,,,,,0.6453576965,,0.8101761948333333,0.5765629993763931,Gnai3,3
678,,,-0.3853268051,,,,-1.09365070465,,,,-0.4446331583,,-0.6412035560166667,0.3929511771356538,Gmnn,3
679,,,,1.1405449008,,1.1990764669,,,,,0.7667309662,,1.0354507779666666,0.23455114364347965,Rnf150,3
680,,,,,3.5154455654,,,1.1441489911,,,2.3098116433,,2.3231353999333333,1.1857044331071074,C130026I21Rik,3
681,,,,-1.2752562497,-1.4078721132,,,,,,-1.5125048152,,-1.3985443926999999,0.1188990127597641,P2ry14,3
682,,,,,3.7377982662,,,,1.4348338625,,2.2256573628,,2.466096497166667,1.1701578928412046,H2-T3,3
683,,,,,0.6606253949,,,,0.8903539134,,0.5638764595,,0.7049519226,0.1676917194428837,F2rl3,3
684,,,,-0.9589373934,,,,-0.7902418411,,,-0.7265230614,,-0.8252340986333332,0.1200935010531831,Uhrf1,3
686,,,,,0.8654921144,,,,0.9169594206,,0.778399522,,0.853617019,0.07003909474771858,Tnip3,3
687,,,,,-1.6810017678,,,,-1.166750901,,-1.4270123447,,-1.4249216711666666,0.2571318080051651,Igf1,3
688,,,,1.8797596452,,1.9668211601,,,1.0680012226,,,,1.6381940093,0.49571643844813595,Exoc3l4,3
689,,,,-0.8365383499,-0.7336739877,,,,,,-0.4739535685,,-0.6813886353666666,0.18686157838674877,Srm,3
690,,,,0.9180074392,,,,1.046254957,,,0.6608462066,,0.8750362009333333,0.1962647999765886,Zfyve9,3
691,,,,,5.3904476378,1.9416912787,,,,,1.5925871206,,2.9749086790333332,2.0991878844663576,Efemp1,3
692,,,,,0.8928423913,,,0.8352286823,,,1.0179619039,,0.9153443258333334,0.09342168036588454,Fosl2,3
693,2.4297908311,,,1.8627833356,,1.5567272403,,,,,,,1.9497671356666666,0.44298379710851254,Fam46c,3
697,,,0.2922232008,1.0584619334,,,,,,,0.6781465777,,0.6762772373,0.3831227866614852,Camkk1,3
698,,,-0.3262992625,-1.2832543571,-1.0077704533,,,,,,,,-0.8724413576333333,0.49262179851351695,Ms4a6b,3
699,0.4200573138,0.3355004703,0.3323832051,,,,,,,,,,0.36264699640000003,0.049743218065966925,Rpl7,3
700,5.2086188211,,,3.5980399393,,2.9280818248,,,,,,,3.911580195066666,1.172153090198941,Ripk4,3
702,,,,,2.7308526793,,,,2.1928410556,,1.9398010393,,2.2878315914000003,0.40399019258560054,A530040E14Rik,3
703,4.3671705363,,,1.6514730705,,1.5528673885,,,,,,,2.523836998433333,1.5971348311894966,C4a,3
704,,,,0.5323553931,0.5219235897,,,,,,0.7766189198,,0.6102993008666667,0.14413142392324088,Rab11a,3
705,,,,-1.187665963,,-1.6405794183,,,-0.8706612975,,,,-1.2329688929333333,0.3869531557946766,Jakmip1,3
706,-0.3603369295,,,,-2.7020255698,,,,,,-0.8391409868,,-1.3005011620333333,1.2371403843121502,Cyp27a1,3
707,,-0.2668090893,,-1.5302322733,,-0.9260576082,,,,,,,-0.9076996569333332,0.6319116205991202,Slc22a3,3
708,,,,,1.9008618707,,,,1.2498583203,,1.4047136868,,1.5184779592666668,0.3400854862027396,Clec9a,3
709,-0.9844293958,,,1.0230299712,,1.2926114115,,,,,,,0.4437373289666667,1.2441517928036823,Zfp932,3
710,,,,,2.1634724909,1.6055448295,,,,,1.3678351368,,1.7122841523999999,0.40841726469344436,Ncam1,3
711,,,,,-0.6811218632,,,,-0.4603306582,,-0.5043537501,,-0.5486020905000001,0.11685728805878437,Irf2bp2,3
712,2.449818505,,,,,,,,0.527081066,,0.6407155748,,1.2058717152666667,1.078786777896102,Pls3,3
713,0.8183827125,,,-1.0036293918,,-1.2034121225,,,,,,,-0.4628862672666667,1.114098709161681,Syncrip,3
715,,,,,,,,-1.4086136028,-1.3435391519,,-0.4622363321,,-1.0714630289333333,0.5286081224695898,Gria3,3
716,,,,2.2950211353,,1.7031031672,,,1.2718857522,,,,1.7566700182333335,0.5136667778677305,Scd1,3
717,,,-0.4190791462,,-1.441711399,,,,,,-0.5501442283,,-0.8036449245,0.5564540711928652,Snx29,3
718,,,,2.009660631,,,,1.0515763023,,,1.0547414613,,1.3719927982,0.5522388100258442,A730089K16Rik,3
719,,,,,,-1.0257506808,-0.708914223483334,,-0.8927611274,,,,-0.875808677227778,0.15909705951517503,Igf2bp2,3
721,,,,,1.0767108449,,,0.7289302719,,,0.4470491367,,0.7508967511666667,0.3154050750255379,Il1r1,3
722,0.7164755099,,,0.9289012858,,0.918439195,,,,,,,0.8546053302333333,0.11973825322329566,Homer1,3
724,,,,1.995183471,,2.4071088044,,,1.4888572488,,,,1.9637165080666665,0.45993380736540856,Gpx8,3
725,,,,-1.7323973961,-1.1534601612,,,,,,-1.2559824841,,-1.3806133471333333,0.30893643278794364,Rps4l,3
726,-2.4672758461,,,,-0.641366625,,1.04149346535833,,,,,,-0.6890496685805566,1.75487058632304,Zbtb20,3
727,0.7854742827,,,,-0.4580062646,,-0.682762455900006,,,,,,-0.11843147926666865,0.7908306116162481,Parvg,3
728,,,,0.9279460485,1.0178803401,,,,,,0.6046689763,,0.8501651216333334,0.21730925482257374,Epb41l5,3
729,1.8353862609,,,,0.3858149338,,,,0.585176356,,,,0.9354591835666666,0.7857084717334338,H2-T23,3
730,,,,1.1105108014,1.6858342005,,,,,,1.3758337935,,1.3907262651333332,0.28795067749791226,Gkn3,3
731,,,,0.6678693846,0.6793396945,,,,,,0.957040489,,0.7680831893666666,0.16374229085926917,Enpp4,3
732,-1.3200160658,,,,0.6280454191,,,,,,0.4223229899,,-0.08988255226666665,1.0702811664732708,Il17re,3
733,,,,1.7165948805,1.4688596056,,,,,,0.8488587,,1.3447710620333335,0.4469787407926182,Pkp2,3
734,3.6622724673,,,,-7.3417048348,,,,,,2.8201054685,,-0.2864422996666667,6.124529238497353,Ms4a4c,3
735,-1.1740836546,,,,,,,,-0.6532331718,,-0.4923618254,,-0.7732262172666666,0.3563494230698608,Arrb2,3
736,2.5724534018,,,,,,,,0.8275593644,,,0.7917529774,1.3972552478666664,1.0179089105090564,Klf6,3
738,,,-0.4916945573,,-0.4933757025,,,,,,-0.9470581882,,-0.644042816,0.2624203563072504,Ptpn7,3
739,,,,,0.6106560092,,,,0.6228932528,,0.5865915397,,0.6067136005666667,0.01846917791545723,Arhgap6,3
740,,,,0.6389051478,,0.807938948,,,,,0.6082089461,,0.6850176806333333,0.10755367347502565,Ptger3,3
741,,,,1.8262411353,2.021517699,,,,,,2.1498832062,,1.9992140135000003,0.16296974659203575,Synm,3
742,-1.3258040898,,,,-0.9915736469,,,,,,-0.5737393714,,-0.9637057027,0.3768060534293055,Arid3b,3
743,,,,,0.8748884829,,,,0.5771771348,,0.4201048186,,0.6240568121,0.23098771273889845,Slco4a1,3
744,0.8053047428,,,1.0646108198,,,,,,,0.4267558692,,0.7655571439333334,0.3207797347292705,Asph,3
748,,,,0.9907489568,2.1782070946,,,,,,1.0862323062,,1.4183961191999999,0.6597452586088701,Cpt1c,3
749,-1.2456660275,,,-0.8632826177,,,,,,,-0.6393246628,,-0.9160911026666666,0.30660074151886946,Dnmt1,3
752,,0.5750136212,,,0.5180322245,,,,0.7345782602,,,,0.6092080353,0.11224967644086169,Uba7,3
753,0.9955318925,,,0.8635594083,,,,,,,0.4854740402,,0.7815217803333333,0.2647402169580966,Gabarapl1,3
757,,,,,3.875172691,,,1.4342257124,,,2.0370708081,,2.4488230705,1.2714993048671934,Gm5833,3
758,,,,,1.480482812,1.8074931955,,,,,2.4227806995,,1.9035855689999999,0.47844188297053214,Dpy19l2,3
759,1.1262191566,,,-1.6084159501,,,,,,,-0.4901721447,,-0.3241229794,1.374858732987375,Rrm2,3
760,,,,,-1.2019546697,-1.0167884642,,,,,-0.8291059564,,-1.0159496967666668,0.1864257718247985,Phlda2,3
761,-1.3958158913,,-0.3853534717,,-0.4389139393,,,,,,,,-0.7400277674333333,0.5685602241414753,Ccnd2,3
762,-0.53430342,,,,,,,,,-0.3896732076,-0.5898971239,,-0.5046245838333333,0.10335874008415173,Pask,3
763,1.2460854041,,,0.6388399239,0.3540674208,,,,,,,,0.7463309162666666,0.45562018799942117,Stat3,3
765,,,,1.2159498613,1.4222229486,,,,,,0.6598571912,,1.0993433337,0.39433259911300267,Evc2,3
766,,,,,1.4261768932,,,,0.638121888,,0.823004888,,0.9624345564000002,0.41211424038462136,Cd302,3
767,,,,0.7089027618,0.8582178194,,,,,,0.9803218114,,0.8491474642,0.1359366713916169,Clec14a,3
768,,,,,1.0457277696,,,,0.7622414572,,0.935380062,,0.9144497629333334,0.1428974471213628,Selenom,3
769,,,,,1.2710189925,,,,0.6861760177,,1.2040833018,,1.0537594373333332,0.32009104089988666,Exoc3l2,3
770,2.766424561,,,,0.4282518432,,,,,,0.5024145221,,1.2323636421,1.3290531226808204,Lgals3bp,3
771,,,0.269015657,0.9041032791,,,,,,,0.4597032719,,0.5442740693333333,0.32588070941686703,Elmo3,3
772,,,,3.0196468993,,2.4270596734,,,,,1.6108727745,,2.3525264490666666,0.7073383453649631,Ntn4,3
773,,,,1.1233488948,,,0.750300772849993,,,,0.6585096481,,0.8440531052499977,0.2461930262842281,Pbx1,3
775,,,,,-0.4758626292,,,,-0.5449850044,-0.4159707786,,,-0.47893947073333326,0.06456212380381612,Gng2,3
776,,,,0.7975387601,0.5415663913,,,,,,0.7088602536,,0.6826551350000001,0.12998267029839347,Coq8a,3
777,,,-0.3312362073,-0.6883749185,,,,,,,,-0.3763585237,-0.4653232165,0.19448149573455062,Itgb2,3
